name,synonyms,name_sd,synonyms_sd,bm25,fw,bm25_fw,ensemble,match
adidas,adidas,adidas,adidas,"[('adidas Ventures B.V.', 0.9), ('adidas AG', 0.8), ('adidas International B.V.', 0.7), ('adidas Pension Trust e.V.', 0.6), ('adidas Canada Limited', 0.5)]",,"[('adidas Ventures B.V.', 90), ('adidas AG', 90), ('adidas International B.V.', 90), ('adidas Pension Trust e.V.', 90), ('adidas Canada Limited', 90)]","{'adidas Ventures B.V.': 1.8, 'adidas AG': 1.7000000000000002, 'adidas International B.V.': 1.6, 'adidas Pension Trust e.V.': 1.5, 'adidas Canada Limited': 1.4}",adidas Ventures B.V.
Alexion Pharmaceuticals Inc.,,alexion pharmaceuticals ,,"[('Alexion Pharmaceuticals, Inc.', 0.9), ('Alexion AB', 0.8), ('ALEXION GmbH', 0.7), ('Alexion Oy', 0.6), ('Alexion Pharma GmbH', 0.5)]",,"[('Alexion Pharmaceuticals, Inc.', 98), ('Alexion AB', 86), ('ALEXION GmbH', 86), ('Alexion Oy', 86), ('Alexion Pharma GmbH', 65)]","{'Alexion Pharmaceuticals, Inc.': 1.88, 'Alexion AB': 1.6600000000000001, 'ALEXION GmbH': 1.56, 'Alexion Oy': 1.46, 'Alexion Pharma GmbH': 1.15}","Alexion Pharmaceuticals, Inc."
Airbus,,airbus,,"[('AIRBUS', 0.9), ('AIRBUS AEROASSURANCES', 0.8), ('AIRBUS HELICOPTERS', 0.7), ('AIRBUS OPERATIONS', 0.6), ('Airbus Dachfonds', 0.5)]",,"[('AIRBUS', 100), ('AIRBUS AEROASSURANCES', 90), ('AIRBUS HELICOPTERS', 90), ('AIRBUS OPERATIONS', 90), ('Airbus Dachfonds', 90)]","{'AIRBUS': 1.9, 'AIRBUS AEROASSURANCES': 1.7000000000000002, 'AIRBUS HELICOPTERS': 1.6, 'AIRBUS OPERATIONS': 1.5, 'Airbus Dachfonds': 1.4}",AIRBUS
Align Technology Inc.,,align technology ,,"[('ALIGN TECHNOLOGY LTD', 0.9), ('Align Networks, Inc.', 0.8), ('ALIGN RESEARCH LIMITED', 0.7), ('ALIGN COMPONENTS PRIVATE LIMITED', 0.6), ('ALIGN RETAIL TRADES PRIVATE LIMITED', 0.5)]",,"[('ALIGN COMPONENTS PRIVATE LIMITED', 86), ('ALIGN RETAIL TRADES PRIVATE LIMITED', 86), ('ALIGN TECHNOLOGY LTD', 85), ('Align Networks, Inc.', 64), ('ALIGN RESEARCH LIMITED', 52)]","{'ALIGN TECHNOLOGY LTD': 1.75, 'Align Networks, Inc.': 1.44, 'ALIGN RESEARCH LIMITED': 1.22, 'ALIGN COMPONENTS PRIVATE LIMITED': 1.46, 'ALIGN RETAIL TRADES PRIVATE LIMITED': 1.3599999999999999}",ALIGN TECHNOLOGY LTD
Allstate Corporation,,allstate ,,"[('The Allstate Corporation', 0.9), ('Allstate Entities LLC', 0.8), ('ALLSTATE INSURANCE COMPANY', 0.7), ('STRATS℠ Trust For Allstate Corporation Securities, Series 2006-3', 0.6), ('ALLSTATE LIFE INSURANCE COMPANY', 0.5)]",,"[('The Allstate Corporation', 95), ('STRATS℠ Trust For Allstate Corporation Securities, Series 2006-3', 90), ('ALLSTATE LIFE INSURANCE COMPANY', 86), ('ALLSTATE INSURANCE COMPANY', 62), ('Allstate Entities LLC', 54)]","{'The Allstate Corporation': 1.85, 'Allstate Entities LLC': 1.34, 'ALLSTATE INSURANCE COMPANY': 1.3199999999999998, 'STRATS℠ Trust For Allstate Corporation Securities, Series 2006-3': 1.5, 'ALLSTATE LIFE INSURANCE COMPANY': 1.3599999999999999}",The Allstate Corporation
Ameren Corporation,,ameren ,,"[('AMEREN CORPORATION', 0.9), ('AMEREN ILLINOIS COMPANY', 0.8), ('RANGERB-206 CORPORATION', 0.7), ('V.F. CORPORATION', 0.6), ('S. M. CORPORATION', 0.5)]",,"[('AMEREN CORPORATION', 100), ('V.F. CORPORATION', 81), ('S. M. CORPORATION', 81), ('RANGERB-206 CORPORATION', 73), ('AMEREN ILLINOIS COMPANY', 60)]","{'AMEREN CORPORATION': 1.9, 'AMEREN ILLINOIS COMPANY': 1.4, 'RANGERB-206 CORPORATION': 1.43, 'V.F. CORPORATION': 1.4100000000000001, 'S. M. CORPORATION': 1.31}",AMEREN CORPORATION
American Airlines Group Inc.,,american airlines  ,,"[('Ethiopian Airlines Group', 0.9), ('American Airlines Pass Through Trust 2016-2B', 0.8), ('SOUTHWEST AIRLINES CO.', 0.7), ('BRUSSELS AIRLINES', 0.6), ('Transavia Airlines C.V.', 0.5)]",,"[('American Airlines Pass Through Trust 2016-2B', 86), ('BRUSSELS AIRLINES', 86), ('Ethiopian Airlines Group', 75), ('Transavia Airlines C.V.', 57), ('SOUTHWEST AIRLINES CO.', 52)]","{'Ethiopian Airlines Group': 1.65, 'American Airlines Pass Through Trust 2016-2B': 1.6600000000000001, 'SOUTHWEST AIRLINES CO.': 1.22, 'BRUSSELS AIRLINES': 1.46, 'Transavia Airlines C.V.': 1.0699999999999998}",American Airlines Pass Through Trust 2016-2B
AGC Inc,Asahi Glass Co,agc ,asahi glass ,"[('AGC S.R.L.', 0.9), ('AGC Capital, Inc.', 0.8), ('AGC PARTNERS, L.P.', 0.7), ('AGC MOSELLE', 0.6), ('AGC BIOLOGICS S.P.A.', 0.5)]",,"[('AGC Capital, Inc.', 86), ('AGC PARTNERS, L.P.', 86), ('AGC MOSELLE', 86), ('AGC BIOLOGICS S.P.A.', 86), ('AGC S.R.L.', 57)]","{'AGC S.R.L.': 1.47, 'AGC Capital, Inc.': 1.6600000000000001, 'AGC PARTNERS, L.P.': 1.56, 'AGC MOSELLE': 1.46, 'AGC BIOLOGICS S.P.A.': 1.3599999999999999}","AGC Capital, Inc."
SHIN-ETSU CHEM,,shin-etsu chem,,"[('R.P. CHEM S.R.L.', 0.9), ('""R.A.I. CHEM - S.R.L.""', 0.8), ('3P-CHEM s.r.o.', 0.7), ('AGT - CHEM s.r.o.', 0.6), ('CHEM - LAB', 0.5)]",,"[('CHEM - LAB', 64), ('AGT - CHEM s.r.o.', 54), ('R.P. CHEM S.R.L.', 51), ('3P-CHEM s.r.o.', 49), ('""R.A.I. CHEM - S.R.L.""', 48)]","{'R.P. CHEM S.R.L.': 1.4100000000000001, '""R.A.I. CHEM - S.R.L.""': 1.28, '3P-CHEM s.r.o.': 1.19, 'AGT - CHEM s.r.o.': 1.1400000000000001, 'CHEM - LAB': 1.1400000000000001}",R.P. CHEM S.R.L.
Altria Group Inc,,altria  ,,"[('Altria Group, Inc.', 0.9), ('ALTRIA S.R.L.', 0.8), ('INC Group Inc.', 0.7), ('21Vianet Group, Inc.', 0.6), ('G.A.G. Group Inc.', 0.5)]",,"[('Altria Group, Inc.', 97), ('INC Group Inc.', 95), ('G.A.G. Group Inc.', 78), ('21Vianet Group, Inc.', 69), ('ALTRIA S.R.L.', 64)]","{'Altria Group, Inc.': 1.87, 'ALTRIA S.R.L.': 1.44, 'INC Group Inc.': 1.65, '21Vianet Group, Inc.': 1.29, 'G.A.G. Group Inc.': 1.28}","Altria Group, Inc."
American Express Company,,american express ,,"[('AMERICAN EXPRESS COMPANY', 0.9), ('American Express Company (Mexico) S.A. de C.V.', 0.8), ('AMERICAN EXPRESS LIMITED', 0.7), ('American Express Saudi Arabia', 0.6), ('American Express Bank, FSB.', 0.5)]",,"[('AMERICAN EXPRESS COMPANY', 100), ('American Express Company (Mexico) S.A. de C.V.', 90), ('AMERICAN EXPRESS LIMITED', 76), ('American Express Saudi Arabia', 76), ('American Express Bank, FSB.', 76)]","{'AMERICAN EXPRESS COMPANY': 1.9, 'American Express Company (Mexico) S.A. de C.V.': 1.7000000000000002, 'AMERICAN EXPRESS LIMITED': 1.46, 'American Express Saudi Arabia': 1.3599999999999999, 'American Express Bank, FSB.': 1.26}",AMERICAN EXPRESS COMPANY
Amazon.com Inc.,,amazoncom ,,"[(""THE YOUNG MEN'S CHRISTIAN ASSOCIATION OF METROPOLITAN DENVER"", 0.9), ('Työstökoneliike M. Koskela Oy', 0.8), ('Työväen Teatterin talosäätiö sr', 0.7), ('Työväen Sivistysliitto TSL ry, ruotsiksi Arbetarnas Bildningsförbund ABF rf', 0.6), ('Työväen Sivistysliiton Riihimäen-Lopen opintojärjestö ry', 0.5)]",,"[(""THE YOUNG MEN'S CHRISTIAN ASSOCIATION OF METROPOLITAN DENVER"", 39), ('Työväen Sivistysliiton Riihimäen-Lopen opintojärjestö ry', 39), ('Työstökoneliike M. Koskela Oy', 37), ('Työväen Sivistysliitto TSL ry, ruotsiksi Arbetarnas Bildningsförbund ABF rf', 32), ('Työväen Teatterin talosäätiö sr', 26)]","{""THE YOUNG MEN'S CHRISTIAN ASSOCIATION OF METROPOLITAN DENVER"": 1.29, 'Työstökoneliike M. Koskela Oy': 1.17, 'Työväen Teatterin talosäätiö sr': 0.96, 'Työväen Sivistysliitto TSL ry, ruotsiksi Arbetarnas Bildningsförbund ABF rf': 0.9199999999999999, 'Työväen Sivistysliiton Riihimäen-Lopen opintojärjestö ry': 0.89}",THE YOUNG MEN'S CHRISTIAN ASSOCIATION OF METROPOLITAN DENVER
Alstom,,alstom,,"[('Alstom Gri̇d Enerji̇ Endüstri̇si̇ Anoni̇m Şi̇rketi̇', 0.9), ('Alstom B.V.', 0.8), ('ALSTOM Power CZ, s.r.o., ALSTOM Group', 0.7), ('Alstom Portugal S.A.', 0.6), ('ALSTOM Netherlands B.V.', 0.5)]",,"[('Alstom B.V.', 90), ('ALSTOM Power CZ, s.r.o., ALSTOM Group', 90), ('Alstom Portugal S.A.', 90), ('ALSTOM Netherlands B.V.', 90), ('Alstom Gri̇d Enerji̇ Endüstri̇si̇ Anoni̇m Şi̇rketi̇', 60)]","{'Alstom Gri̇d Enerji̇ Endüstri̇si̇ Anoni̇m Şi̇rketi̇': 1.5, 'Alstom B.V.': 1.7000000000000002, 'ALSTOM Power CZ, s.r.o., ALSTOM Group': 1.6, 'Alstom Portugal S.A.': 1.5, 'ALSTOM Netherlands B.V.': 1.4}",Alstom B.V.
Evolution Mining,,evolution mining,,"[('D.H.A. EVOLUTION S.R.L.', 0.9), ('T.R.S. EVOLUTION S.P.A.', 0.8), ('2K EVOLUTION S.R.L.', 0.7), ('EVOLUTION S.R.L.', 0.6), ('EVOLUTION 1', 0.5)]",,"[('EVOLUTION 1', 86), ('EVOLUTION S.R.L.', 71), ('D.H.A. EVOLUTION S.R.L.', 68), ('T.R.S. EVOLUTION S.P.A.', 68), ('2K EVOLUTION S.R.L.', 68)]","{'D.H.A. EVOLUTION S.R.L.': 1.58, 'T.R.S. EVOLUTION S.P.A.': 1.48, '2K EVOLUTION S.R.L.': 1.38, 'EVOLUTION S.R.L.': 1.31, 'EVOLUTION 1': 1.3599999999999999}",D.H.A. EVOLUTION S.R.L.
Amadeus IT,,amadeus it,,"[('AMADEUS IT GROUP SA', 0.9), ('AMADEUS S.R.L.', 0.8), ('AMADEUS I. podfond, AMADEUS SICAV a.s.', 0.7), ('Amadeus Finance B.V.', 0.6), ('Amadeus Benelux', 0.5)]",,"[('AMADEUS IT GROUP SA', 90), ('AMADEUS I. podfond, AMADEUS SICAV a.s.', 86), ('Amadeus Finance B.V.', 86), ('Amadeus Benelux', 86), ('AMADEUS S.R.L.', 78)]","{'AMADEUS IT GROUP SA': 1.8, 'AMADEUS S.R.L.': 1.58, 'AMADEUS I. podfond, AMADEUS SICAV a.s.': 1.56, 'Amadeus Finance B.V.': 1.46, 'Amadeus Benelux': 1.3599999999999999}",AMADEUS IT GROUP SA
Alliant Energy Corp,,alliant energy ,,"[('ALLIANT ENERGY CORPORATION', 0.9), ('ALLIANT', 0.8), ('ALLIANT ENERGY RESOURCES, LLC', 0.7), ('Alliant Energy Finance LLC', 0.6), ('O.I.L. Energy Corp.', 0.5)]",,"[('ALLIANT', 90), ('ALLIANT ENERGY RESOURCES, LLC', 86), ('ALLIANT ENERGY CORPORATION', 84), ('Alliant Energy Finance LLC', 81), ('O.I.L. Energy Corp.', 75)]","{'ALLIANT ENERGY CORPORATION': 1.74, 'ALLIANT': 1.7000000000000002, 'ALLIANT ENERGY RESOURCES, LLC': 1.56, 'Alliant Energy Finance LLC': 1.4100000000000001, 'O.I.L. Energy Corp.': 1.25}",ALLIANT ENERGY CORPORATION
American Water Works Company Inc.,,american water works  ,,"[('AMERICAN WATER WORKS COMPANY, INC.', 0.9), ('Water-Works B.V.', 0.8), ('Water Works Management B.V.', 0.7), ('Water Works Partnership', 0.6), ('Clean Water Works Inc.', 0.5)]",,"[('AMERICAN WATER WORKS COMPANY, INC.', 98), ('Water-Works B.V.', 86), ('Clean Water Works Inc.', 86), ('Water Works Partnership', 62), ('Water Works Management B.V.', 59)]","{'AMERICAN WATER WORKS COMPANY, INC.': 1.88, 'Water-Works B.V.': 1.6600000000000001, 'Water Works Management B.V.': 1.29, 'Water Works Partnership': 1.22, 'Clean Water Works Inc.': 1.3599999999999999}","AMERICAN WATER WORKS COMPANY, INC."
AP MOELLER-A,,ap moeller-a,,"[('AP S.R.L.', 0.9), ('AP GROUP S.R.L.', 0.8), ('MASSY AP 1', 0.7), ('NEXIA AP a.s.', 0.6), ('AP. ESSE S.P.A.', 0.5)]",,"[('AP S.R.L.', 86), ('AP. ESSE S.P.A.', 54), ('NEXIA AP a.s.', 48), ('AP GROUP S.R.L.', 46), ('MASSY AP 1', 43)]","{'AP S.R.L.': 1.76, 'AP GROUP S.R.L.': 1.26, 'MASSY AP 1': 1.13, 'NEXIA AP a.s.': 1.08, 'AP. ESSE S.P.A.': 1.04}",AP S.R.L.
AMETEK Inc.,,ametek ,,"[('AMETEK, INC.', 0.9), ('AMETEK INSTRUMENTS INDIA PRIVATE LIMITED', 0.8), ('Voya Retirement Insurance and Annuity Company Separate Account for Ametek', 0.7), ('Unitrade-VVS Finland Oy', 0.6), ('Työväen Sivistysliitto TSL ry, ruotsiksi Arbetarnas Bildningsförbund ABF rf', 0.5)]",,"[('AMETEK, INC.', 95), ('AMETEK INSTRUMENTS INDIA PRIVATE LIMITED', 86), ('Voya Retirement Insurance and Annuity Company Separate Account for Ametek', 86), ('Unitrade-VVS Finland Oy', 36), ('Työväen Sivistysliitto TSL ry, ruotsiksi Arbetarnas Bildningsförbund ABF rf', 36)]","{'AMETEK, INC.': 1.85, 'AMETEK INSTRUMENTS INDIA PRIVATE LIMITED': 1.6600000000000001, 'Voya Retirement Insurance and Annuity Company Separate Account for Ametek': 1.56, 'Unitrade-VVS Finland Oy': 0.96, 'Työväen Sivistysliitto TSL ry, ruotsiksi Arbetarnas Bildningsförbund ABF rf': 0.86}","AMETEK, INC."
Analog Devices Inc.,,analog devices ,,"[('Analog Devices Coöperatief U.A.', 0.9), ('Analog Devices Holdings B.V.', 0.8), ('ANALOG DEVICES, INC.', 0.7), ('ANALOG DEVICES INTERNATIONAL,INC.', 0.6), ('Analog Devices Taiwan, Ltd.', 0.5)]",,"[('ANALOG DEVICES, INC.', 97), ('Analog Devices Coöperatief U.A.', 86), ('Analog Devices Holdings B.V.', 86), ('ANALOG DEVICES INTERNATIONAL,INC.', 86), ('Analog Devices Taiwan, Ltd.', 84)]","{'Analog Devices Coöperatief U.A.': 1.76, 'Analog Devices Holdings B.V.': 1.6600000000000001, 'ANALOG DEVICES, INC.': 1.67, 'ANALOG DEVICES INTERNATIONAL,INC.': 1.46, 'Analog Devices Taiwan, Ltd.': 1.3399999999999999}",Analog Devices Coöperatief U.A.
Anthem Inc.,,anthem ,,"[('Anthem B.V.', 0.9), ('ANTHEM, INC.', 0.8), ('CWS ANTHEM, L.P.', 0.7), ('ANTHEM FOUNDATION', 0.6), ('EXCEL ANTHEM LLC', 0.5)]",,"[('ANTHEM, INC.', 95), ('CWS ANTHEM, L.P.', 86), ('ANTHEM FOUNDATION', 86), ('EXCEL ANTHEM LLC', 86), ('Anthem B.V.', 71)]","{'Anthem B.V.': 1.6099999999999999, 'ANTHEM, INC.': 1.75, 'CWS ANTHEM, L.P.': 1.56, 'ANTHEM FOUNDATION': 1.46, 'EXCEL ANTHEM LLC': 1.3599999999999999}","ANTHEM, INC."
Anglo American,,anglo american,,"[('Anglo American Hardwoods', 0.9), ('ANGLO AMERICAN PLC', 0.8), ('Anglo-American Company', 0.7), ('ANGLO AMERICAN CAPITAL CORPORATION', 0.6), ('ANGLO AMERICAN CAPITAL PLC', 0.5)]",,"[('ANGLO AMERICAN PLC', 95), ('Anglo American Hardwoods', 90), ('Anglo-American Company', 90), ('ANGLO AMERICAN CAPITAL CORPORATION', 90), ('ANGLO AMERICAN CAPITAL PLC', 90)]","{'Anglo American Hardwoods': 1.8, 'ANGLO AMERICAN PLC': 1.75, 'Anglo-American Company': 1.6, 'ANGLO AMERICAN CAPITAL CORPORATION': 1.5, 'ANGLO AMERICAN CAPITAL PLC': 1.4}",Anglo American Hardwoods
Antofagasta Holdings,,antofagasta holdings,,"[('FHH Fonds Nr. 40 MS ""Antofagasta"" GmbH & Co. KG', 0.9), ('K.J.R. Holdings B.V.', 0.8), ('M.L.L. Holdings B.V.', 0.7), ('T.C.A. HOLDINGS, L.L.C.', 0.6), ('M&A Holdings Co., L.L.C.', 0.5)]",,"[('FHH Fonds Nr. 40 MS ""Antofagasta"" GmbH & Co. KG', 86), ('M.L.L. Holdings B.V.', 64), ('T.C.A. HOLDINGS, L.L.C.', 64), ('K.J.R. Holdings B.V.', 59), ('M&A Holdings Co., L.L.C.', 56)]","{'FHH Fonds Nr. 40 MS ""Antofagasta"" GmbH & Co. KG': 1.76, 'K.J.R. Holdings B.V.': 1.3900000000000001, 'M.L.L. Holdings B.V.': 1.3399999999999999, 'T.C.A. HOLDINGS, L.L.C.': 1.24, 'M&A Holdings Co., L.L.C.': 1.06}","FHH Fonds Nr. 40 MS ""Antofagasta"" GmbH & Co. KG"
Amphenol Corporation,,amphenol ,,"[('AMPHENOL CORPORATION', 0.9), ('AMPHENOL LIMITED', 0.8), ('Amphenol Netherlands Holdings 1 B.V.', 0.7), ('AMPHENOL CANADA CORP.', 0.6), ('Amphenol Netherlands Holdings 2 B.V.', 0.5)]",,"[('AMPHENOL CORPORATION', 100), ('Amphenol Netherlands Holdings 1 B.V.', 86), ('Amphenol Netherlands Holdings 2 B.V.', 86), ('AMPHENOL CANADA CORP.', 65), ('AMPHENOL LIMITED', 64)]","{'AMPHENOL CORPORATION': 1.9, 'AMPHENOL LIMITED': 1.44, 'Amphenol Netherlands Holdings 1 B.V.': 1.56, 'AMPHENOL CANADA CORP.': 1.25, 'Amphenol Netherlands Holdings 2 B.V.': 1.3599999999999999}",AMPHENOL CORPORATION
Amigo Holdings,,amigo holdings,,"[('AMIGO - S.R.L.', 0.9), ('Amigo 2000 GbR', 0.8), ('AMIGO LUXEMBOURG S.A.', 0.7), ('Amigo Grafik GbR', 0.6), ('AMIGO CONSULTING LIMITED', 0.5)]",,"[('AMIGO CONSULTING LIMITED', 86), ('AMIGO - S.R.L.', 61), ('AMIGO LUXEMBOURG S.A.', 53), ('Amigo Grafik GbR', 53), ('Amigo 2000 GbR', 50)]","{'AMIGO - S.R.L.': 1.51, 'Amigo 2000 GbR': 1.3, 'AMIGO LUXEMBOURG S.A.': 1.23, 'Amigo Grafik GbR': 1.13, 'AMIGO CONSULTING LIMITED': 1.3599999999999999}",AMIGO - S.R.L.
Cenovus Energy,Cenovus Energy Inc,cenovus energy,cenovus energy ,"[('Cenovus Energy Inc.', 0.9), ('CENOVUS ENERGY US LLC', 0.8), ('Cenovus Energy Marketing Services Ltd.', 0.7), ('MC3 ENERGY L.L.C.', 0.6), ('ENERGY S.R.L.', 0.5)]",,"[('Cenovus Energy Inc.', 95), ('CENOVUS ENERGY US LLC', 90), ('Cenovus Energy Marketing Services Ltd.', 90), ('ENERGY S.R.L.', 64), ('MC3 ENERGY L.L.C.', 57)]","{'Cenovus Energy Inc.': 1.85, 'CENOVUS ENERGY US LLC': 1.7000000000000002, 'Cenovus Energy Marketing Services Ltd.': 1.6, 'MC3 ENERGY L.L.C.': 1.17, 'ENERGY S.R.L.': 1.1400000000000001}",Cenovus Energy Inc.
ARKEMA,,arkema,,"[('ARKEMA S.R.L.', 0.9), ('Arkema Beheer B.V.', 0.8), ('ARKEMA INC.', 0.7), ('ARKEMA CHEMICALS INDIA PRIVATE LIMITED', 0.6), ('Arkema Insurance Designated Activity Company', 0.5)]",,"[('ARKEMA S.R.L.', 90), ('Arkema Beheer B.V.', 90), ('ARKEMA INC.', 90), ('ARKEMA CHEMICALS INDIA PRIVATE LIMITED', 90), ('Arkema Insurance Designated Activity Company', 90)]","{'ARKEMA S.R.L.': 1.8, 'Arkema Beheer B.V.': 1.7000000000000002, 'ARKEMA INC.': 1.6, 'ARKEMA CHEMICALS INDIA PRIVATE LIMITED': 1.5, 'Arkema Insurance Designated Activity Company': 1.4}",ARKEMA S.R.L.
Adobe Inc.,,adobe ,,"[('ADOBE HOUSE INC.', 0.9), ('ADOBE CAPITAL, LLC', 0.8), ('ADOBE PROPERTIES PRIVATE LIMITED', 0.7), ('ADOBE SYSTEMS EMPLOYEES PROVIDENT FUND', 0.6), ('ADOBE SYSTEMS INDIA PRIVATE LIMITED', 0.5)]",,"[('ADOBE HOUSE INC.', 86), ('ADOBE CAPITAL, LLC', 86), ('ADOBE PROPERTIES PRIVATE LIMITED', 86), ('ADOBE SYSTEMS EMPLOYEES PROVIDENT FUND', 86), ('ADOBE SYSTEMS INDIA PRIVATE LIMITED', 86)]","{'ADOBE HOUSE INC.': 1.76, 'ADOBE CAPITAL, LLC': 1.6600000000000001, 'ADOBE PROPERTIES PRIVATE LIMITED': 1.56, 'ADOBE SYSTEMS EMPLOYEES PROVIDENT FUND': 1.46, 'ADOBE SYSTEMS INDIA PRIVATE LIMITED': 1.3599999999999999}",ADOBE HOUSE INC.
Apache Corporation,,apache ,,"[('APACHE CORPORATION', 0.9), ('APACHE S.A.', 0.8), ('Apache Matruh Corporation LDC', 0.7), ('Apache Khalda Corporation LDC', 0.6), ('Apache Khalda II Corporation LDC', 0.5)]",,"[('APACHE CORPORATION', 100), ('APACHE S.A.', 86), ('Apache Matruh Corporation LDC', 86), ('Apache Khalda Corporation LDC', 86), ('Apache Khalda II Corporation LDC', 86)]","{'APACHE CORPORATION': 1.9, 'APACHE S.A.': 1.6600000000000001, 'Apache Matruh Corporation LDC': 1.56, 'Apache Khalda Corporation LDC': 1.46, 'Apache Khalda II Corporation LDC': 1.3599999999999999}",APACHE CORPORATION
Applied Materials Inc.,,applied materials ,,"[('APPLIED MATERIALS, INC.', 0.9), ('APPLIED MATERIALS INDIA PRIVATE LIMITED', 0.8), ('Solar Applied Materials Technology Corp.', 0.7), ('Applied Materials Profit Sharing Scheme', 0.6), ('Applied Bank', 0.5)]",,"[('APPLIED MATERIALS, INC.', 98), ('APPLIED MATERIALS INDIA PRIVATE LIMITED', 86), ('Solar Applied Materials Technology Corp.', 86), ('Applied Materials Profit Sharing Scheme', 86), ('Applied Bank', 86)]","{'APPLIED MATERIALS, INC.': 1.88, 'APPLIED MATERIALS INDIA PRIVATE LIMITED': 1.6600000000000001, 'Solar Applied Materials Technology Corp.': 1.56, 'Applied Materials Profit Sharing Scheme': 1.46, 'Applied Bank': 1.3599999999999999}","APPLIED MATERIALS, INC."
Ascential Plc,,ascential ,,"[('ASCENTIAL PLC', 0.9), ('ASCENTIAL PLC EMPLOYEE SHARE INCENTIVE PLAN', 0.8), ('ASCENTIAL FINANCING LIMITED', 0.7), ('ASCENTIAL GROUP LIMITED', 0.6), ('KR1 PLC', 0.5)]",,"[('ASCENTIAL PLC', 100), ('ASCENTIAL PLC EMPLOYEE SHARE INCENTIVE PLAN', 90), ('ASCENTIAL FINANCING LIMITED', 86), ('ASCENTIAL GROUP LIMITED', 86), ('KR1 PLC', 86)]","{'ASCENTIAL PLC': 1.9, 'ASCENTIAL PLC EMPLOYEE SHARE INCENTIVE PLAN': 1.7000000000000002, 'ASCENTIAL FINANCING LIMITED': 1.56, 'ASCENTIAL GROUP LIMITED': 1.46, 'KR1 PLC': 1.3599999999999999}",ASCENTIAL PLC
Arista Networks Inc.,,arista networks ,,"[('Arista Networks, Inc', 0.9), ('E. E. Arista Trust', 0.8), ('EXCLUSİVE NETWORKS BİLİŞİM ANONİM ŞİRKETİ', 0.7), ('ARISTA PLATINUM INC.', 0.6), ('Arista Technology Limited', 0.5)]",,"[('Arista Networks, Inc', 97), ('EXCLUSİVE NETWORKS BİLİŞİM ANONİM ŞİRKETİ', 86), ('E. E. Arista Trust', 66), ('ARISTA PLATINUM INC.', 66), ('Arista Technology Limited', 50)]","{'Arista Networks, Inc': 1.87, 'E. E. Arista Trust': 1.46, 'EXCLUSİVE NETWORKS BİLİŞİM ANONİM ŞİRKETİ': 1.56, 'ARISTA PLATINUM INC.': 1.26, 'Arista Technology Limited': 1.0}","Arista Networks, Inc"
Amcor PLC,,amcor ,,"[('AMCOR PLC', 0.9), ('AMCOR HOLDING', 0.8), ('Amcor Group GmbH', 0.7), ('Amcor Flexibles Venturina S.R.L.', 0.6), ('AMCOR PTY LTD', 0.5)]",,"[('AMCOR PLC', 100), ('Amcor Group GmbH', 86), ('Amcor Flexibles Venturina S.R.L.', 86), ('AMCOR PTY LTD', 73), ('AMCOR HOLDING', 67)]","{'AMCOR PLC': 1.9, 'AMCOR HOLDING': 1.4700000000000002, 'Amcor Group GmbH': 1.56, 'Amcor Flexibles Venturina S.R.L.': 1.46, 'AMCOR PTY LTD': 1.23}",AMCOR PLC
ASML NV,,asml nv,,"[('ASML Netherlands B.V.', 0.9), ('ASML Holding N.V.', 0.8), ('ASML Systems B.V.', 0.7), ('ASML HONG KONG LIMITED', 0.6), ('E.P.B. NV', 0.5)]",,"[('ASML Netherlands B.V.', 86), ('ASML Holding N.V.', 86), ('ASML Systems B.V.', 86), ('ASML HONG KONG LIMITED', 86), ('E.P.B. NV', 42)]","{'ASML Netherlands B.V.': 1.76, 'ASML Holding N.V.': 1.6600000000000001, 'ASML Systems B.V.': 1.56, 'ASML HONG KONG LIMITED': 1.46, 'E.P.B. NV': 0.9199999999999999}",ASML Netherlands B.V.
Apple Inc.,,apple ,,"[('APPLE INTERNATIONAL', 0.9), ('SFM-Apple, L.L.C.', 0.8), ('APPLE INC.', 0.7), ('APPLE TRADE', 0.6), ('Green Apple B.V.', 0.5)]",,"[('APPLE INC.', 100), ('APPLE INTERNATIONAL', 86), ('SFM-Apple, L.L.C.', 86), ('Green Apple B.V.', 86), ('APPLE TRADE', 67)]","{'APPLE INTERNATIONAL': 1.76, 'SFM-Apple, L.L.C.': 1.6600000000000001, 'APPLE INC.': 1.7, 'APPLE TRADE': 1.27, 'Green Apple B.V.': 1.3599999999999999}",APPLE INTERNATIONAL
Archer-Daniels-Midland Company,,archer-daniels-midland ,,"[('G. & P. COMPANY S.R.L.', 0.9), ('A.G.B. COMPANY S.P.A.', 0.8), ('R. & P. COMPANY S.R.L.', 0.7), ('G.P. Company B.V.', 0.6), ('I.MD-Company', 0.5)]",,"[('A.G.B. COMPANY S.P.A.', 86), ('G.P. Company B.V.', 86), ('I.MD-Company', 86), ('R. & P. COMPANY S.R.L.', 61), ('G. & P. COMPANY S.R.L.', 55)]","{'G. & P. COMPANY S.R.L.': 1.4500000000000002, 'A.G.B. COMPANY S.P.A.': 1.6600000000000001, 'R. & P. COMPANY S.R.L.': 1.31, 'G.P. Company B.V.': 1.46, 'I.MD-Company': 1.3599999999999999}",A.G.B. COMPANY S.P.A.
